ItemID,Sentiment,SentimentText
50105,1,@amanofpeace All I know is I was told 'free concert' 'park' 'tuesday' and likely cancellation due to storms.  
50106,1,"@amanofpeace hey, I let you get a little sleep between all the fun we had "
50107,1,@amanoj taking 70-291 to complete my MCSA
50108,0,@amansharma81 having tea after facing a &quot;bad reality&quot;  ;)
50109,0,@amara_m *huggles gently* i'm sorry 
50110,1,@amara_m @eloryj *HUGS* and *SMOOCHIES* right back at both of ya! 
50111,0,"@amara_m ack, I meant to start that yesterday I'm sorry "
50112,1,@amara_m Do you have someone who can jump in if they fail to post? Because I could think of a theme in 3 hours if needed
50113,0,"@amara_m I usually prefer Scott/Angel, there was this one fic at ff.net that got me HOOKED on that pairing. I miss it now. "
50114,1,@ashwinpande It's funny because it's true 
50115,1,@ashwins congrats on your new purchase...I secretly only like the DIY part. 
50116,1,@ashworthedu there have a lot of changes in the past year. It has only been weeks for me 
50117,1,@ashycats LOL love that that's your first Tweet 
50118,1,"@AshyJonas haha ok, i was like Â¿? , but the i get it "
50119,0,@AshyLBowz - OH FOA REAL.? I DIDNT REALLY KEEP UP WITH WHAT WAS GOING ON. TOO MANY DIFF STORYS N STUFF HEY.  WISH HE NEVA DID IT!
50120,1,@AshyLBowz u tweeted yo self 
50121,0,@AshyMae87 &amp; @gadlikewhoa I need you both right now so much.
50122,0,@Ashymon Aww that's horrible  One day I was cutting these green vegetable thingys for Mam and there was tiny little things in them...
50123,0,@AshySwiftnas I tried but youtube doesn't accept windows movie maker either  It sucks..
50124,0,@ashyyRAWR lol its okay  bummer tho! who is your favourite?
50125,1,@Asi_Sharabi was the coffee that strong? 
50126,1,@AsiaBrands Asian rocks! lol.. Let spread the asia brand via @asiabrands 
50127,1,"@AsiaBrands thanks! much appreciated AsiaBrands, you rock! "
50128,1,@AsiaBrands thanx alot!  tyty
50129,1,"@asiadevinyl hahaha, sorry, sweetheart, couldn't resist i love norris jokes "
50130,0,@asiahappypills He passed away recently  No word yet on circumstances of his death. Let's pray for him.
50131,0,"@asiakadoodle sadly, no  we HAVE to all hang out again one night with macaroni and plastic ducks. i pretty much live with meme now."
50132,1,@asialakay sure thing... Take your time. 
50133,0,@Asialyn damn that sounds sooo good. I just had taco bell 
50134,0,@AsiaMonae hey gurl! please don't hate on me   I like to keep haters away..I have too many! Thatnks for the mention again..Love ya! muah!
50135,1,@AsiaMonet saw your profile and thought of u when I saw this http://snurl.com/jmyg9 u may know about it already but if not here you go!
50136,1,"@asian_panda your moving to cali !? niceeee, im in cali  lets meet up ! haha"
50137,1,"@AsianActress Great job,chatting, and chatting "
50138,1,@asianated get your butt on MSN. 
50139,0,@asianchoi Don't kill me. I'll bring your gauges tomorrow. My mom was like... Watching me get ready. I couldn't grab them. 
50140,0,"@asiandrea Swimming rocks but I'm not a very good swimmer   Me: I run, ride bicycle, lift weights and train muay thai, bag and pad work."
50141,1,@asiandrea We are big fans of animals and go to parks and zoos whenever we get the chance 
50142,1,@ASiANFRESH thanks dear 
50143,1,@ASIANJUL check my flickr!!! I uploaded new pics 
50144,1,@asianmanrecords it's not that hard mike!  it can be seen as a strange place at first 
50145,1,@asianminga oh girlie me too!! BEST summer drink ever!!! 
50146,0,@AsianRidersClub what's wrong with my profile pic? 
50147,0,"@asiansfly No, as a waiter "
50148,1,@asiaonemotoring here I am missing it. Appreciate the update mate 
50149,0,@AsiaRain22 @ the expensive of their workers welfare  other than that they are the shit !
50150,0,@asiariffic  what happened? why's ur heart in pain?
50151,0,@asiasimonelli it doesnt show u following me yet  but welcome! i've got some good ppl u should follow.
50152,1,@asiatikah but its ok! rob pattinson &lt;3 wont be there! so is not worthy! hahaha .. when r u coming again?! Alex is coming this week!
50153,0,@artysticpoet lucky for you! I'm here til 7
50154,0,"@ArtyTheCat  Please take care of yourself, my friend!!!"
50155,1,@ArtyTheCat  Yay 
50156,0,@ArtyTheCat @princessPdexter has captivated everyone here...my dad dislikes me i think...he says i look like babe the pig... 
50157,0,"@ArtyTheCat aw, I would say G'night back!!!  wait, that doesn't sound like you! ::slaps:::: there's our arty! :::ducks down"
50158,0,"@artytypes checked my work emails again, nothing arrived  Could you send again tomorrow and cc me at home?x"
50159,1,@Artytypes good morning. Did u have good weekend?  
50160,0,"@artywah Wooo soup day! Unfortunately, no photos of mine "
50161,0,@artyxlorna Tell me about it. 
50162,0,@Arual_87 i don't think i'll be able to get it off  i'm on the bar tonight!
50163,1,"@aruky Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day &quot;colorblind&quot;."
50164,1,"@arulprasad man, one more painting today  #coffee #art"
50165,1,@ArunBasilLal  Ok #coffeeclub
50166,1,@ArunBasilLal I mean post photos to twitpic or posterous.  #bck5 #bck6
50167,1,"@ArunBasilLal it wud be very interesting to read our papers during valuation, lots f innovations, but they dnt do that "
50168,0,@ArunBasilLal my tweetdeck rate limit exceeded. i dont even know what happened? 
50169,1,"@ArunBasilLal Yeah, and what more important is they made it Open Source! "
50170,1,"@ArunBasilLal Yep, I am totally happy with it...I will most probably put a post on how I use...the keyboard shortcuts make life simple "
50171,1,@ArunBasilLal Yes I thought Wordpress would be neat enough! And yes! about the lazy quote! Even THAT is an understatement! 
50172,1,@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY. 
50173,1,@arunnerslife don't you dare leave twitter!   did you run something this weekend?
50174,0,@arunshroff i get a peak speed of 512 Kbps -- at peak times its worse than a dial-up
50175,1,@arunsuresh I expected an anticlimax !! 
50176,1,@arunsuresh remain the same !! 
50177,1,"@ARustedSmile Oh, I thought it's only a man-ly problem to not be able to figure out your mom. So now it's official! Mom's are weird! "
50178,1,@ARutt I agree 
50179,0,@arvarvarv d day started pretty well but was spoilt by a &quot;friend&quot; of family who always  pokes his nose in2 other people business...
50180,1,@arvelie thanks.. 
50181,1,"@arviena hahaha...come, be a judge, need your brutal honesty "
50182,1,@arvinchester ahahaha not really.... it's up to you how often you would like to tweet 
50183,1,@arvindk no questions..;)  nothing can beat Firefox 
50184,0,"@ArvindRocks - No work, but gotta be here till 9pm  Enna kodumai sir idhu..."
50185,1,@arvindsays I contemplate &amp; procrastinate only over things which require use of brain 
50186,0,@arvindsharma hey..how r you?? Having fever since 2 days
50187,0,@ArvintheMAC OMFG I just saw the video of you hitting that goat.. So messed up!!! 
50188,1,@arwa_abdulaziz Thanks for sharing us  
50189,1,"@arwatts Turn right , Hey baby, Black keys, World war 3"
50190,1,"@arwenelizabeth Wow. I may have just busted out some Mom-level teary eyes. That post is so beautiful. Thanks, sister "
50191,1,@asic69 *hehe* or it was a hint for you about a x-mas pressy
50192,0,@AsifKhan412 Next week will be sad times for us all!
50193,1,"@asikaac If *I* every make it back home to StL, I'll never have another Frosty again! Okay, maybe I will. "
50194,1,@asil Cute presents! 
50195,1,@asilentfilm We're waiting for you guys! Kisses from Portugal! 
50196,1,@asilentflute  you know what's up! Strippers in the Hood
50197,0,@ASilverDream @Kaydeescrafts and the current economic climate is probably causing more of it to happen as well 
50198,0,"@AsImAnt -- no, not me! "
50199,0,@asimpleparadox if only! there was nothing soft about that yogging 
50200,1,@asin NP  thanx for sharing!
50201,1,@asinclairharris   Happy #fletcherday! 
50202,1,@asinclairharris mcfly are on radio one 
50203,1,"@asinglewahm Good morning! Ooh, thank you! Nice to experience ppl being happy to see you!  O thank you. So far, so good! You, too!"
50204,1,@asinglewahm Thanx! much -- you too. Hope you get some time for yourself! 
50205,1,@ASinisterDuck @nathanvernon I can haz LoveFilm code pwees? 
50206,1,@ASinisterDuck 10:15 early?
50207,1,"@ASinisterDuck dont remember haha, quite a few  we do it every year, just hope bandwidth holds up"
50208,1,@ASinisterDuck i will join dunno if you added me 
50209,0,"@ASinisterDuck orange are a bunch of cocks so i went with a 16gb Iphone, wanted white but they only had black"
50210,1,@ASinisterDuck Saw Terminartor yesterday and was bloody brilliant. Apparantly this will be part of a trilogy 
50211,1,@ASinisterDuck thats when it starts yeah 
50212,1,@asinkujobear lol what..i was thirsty! 
50213,1,@asIprosper thank you 
50214,1,@asishgt very very very true...... 
50215,1,@asj519 I found you  Why don't I ever see you anymore?!
50216,0,@Ask_About_Brie lol yea but we didn't get 2 go 2 ocean city 2day cuz of the weather
50217,1,@ask4adam good luck getting a new job
50218,1,@ask4adam Nice. Good luck at certain times of the day
50219,1,@ask4adam oh sweet. Love Campbell. We're right of San Tomas so somewhat close
50220,1,@ASK4ME thank you for the #FF
50221,1,@Ask4Prayer thank you so much for praying - made a huge difference
50222,1,"@askaaronlee  At my age, I know a bit old for some of my peers and I am going to make &quot;veteran&quot; an in word.  Yeah!"
50223,0,@askaaronlee But I should be in UK comp ! Not fair !! 
50224,1,@askaaronlee Great! I look forward to it! 
50225,1,"@askaaronlee Hello, It is memorable already since i have way too many things to do "
50226,1,"@askaaronlee hey gave you my photo, would you mind returning the favour ?   http://is.gd/13kZ7"
50227,1,@askaaronlee not a problem  Asians rocks! haha!
50228,0,"@AskAJAnything   Sending really, really good thoughts."
50229,1,@AskAJAnything haha ur to funny! Thanks I try! 
50230,0,@AskAJAnything I hope your cat gets better 
50231,1,@askalicexo There was too much weekend traffic to speed so the urges brought on by the album went unrealized 
50232,1,@AskAngels Has your server been severed?  
50233,1,@AskAngels im checkin it out!!! gotta support! 
50234,1,"@askarnett Andre my brotha cheers for the #followfriday recommend. hmmm I see you want more time golfing, well lets build that IM machine "
50235,1,"@amara_m It's best they find out now whether they can hang or not  I don't get offended when people unfollow me, after all."
50236,1,@amara_m They could miss the vein 
50237,1,@amarabidali no offense but I don't know you from a bar of soap 
50238,1,@amaracampisi aww your gonna be a high schooler  
50239,1,@amarachiatmac my grilled chicken is better  ;D
50240,0,"@amaranthac: just had lunch, but the swan had eaten all my bread "
50241,0,"@amarashar oh, poor ashar, no iphone 3.0 yet"
50242,1,@Amaren88 Good morning !!!!!!!!  XX
50243,1,@Amaren88 I always answer within a minute or i should be busy wich happens a lot LOL  XX
50244,1,@Amaren88 Yep the same Ron like way to much lol and draco with a dove in his hands  XX
50245,0,@Amaretto_87 what's wrong boo????
50246,1,@amarie2209 whats for breakfast  ? lol
50247,0,@amarie226 I miss his &quot;I'm thinking of someone&quot; tweets and his tinks!  Hope he gets back here soon.    We need to talk about Saturday!
50248,0,@AmarieB76 a case via e-bay. this completely sucks!!!!!!!!!!!!
50249,0,"@AmarieB76 besides KoL, F1 is my passion! That news is majorly stressing me out :s what am I gonna do with my weekends now"
50250,1,"@AmarieB76 eeee!! Nacho!  Glasvegas that bad, eh?"
50251,0,@amariie sorry for touching your sunburn 
50252,0,"@amarillaNZ Hey girl, where are you??? I'm sad to read that you're ill... "
50253,1,@amarita77 goodmorning  ready for anthor day?
50254,0,@amarita77 that is good and bad. If you busy then there are a lot of sick and hurt people
50255,1,@amarjyoti from the airport yes 
50256,0,@Amarok806  think it's Pollution ! something that doesn't even exist for the Govt. i know several other people with the same thing ..
50257,0,@Amarok806 sad that i can't play sims 3 on my system
50258,1,@Amarok806 wow cool...good luck
50259,1,@amarquet Looks like a funky place 
50260,0,@amassingham   ... hope you get your computer working again. I hope I didn't break it 
50261,1,@amassingham Thanks 
50262,1,"@amassingham the technology in the doctored promo video is amazing   im dubious about its reality though, but just me"
50263,0,"@amataski  oh, i remember our shopping trips.... "
50264,1,@amateurgourmet Sounds like you may have my grandfather's recipe for &quot;candy beans&quot; 
50265,0,@amateurhour @shreenas the sad thing is that I'm not even sure if I'm joking or not... 
50266,0,@Amathria I wish we had an IHOP here  it's so tasty...
50267,0,@Amathria ughs that sucksm sorry to hear that bout ur headaches. 
50268,0,"@amatodesign nope, was playing at the back mostly - injured myself saving an effort on goal + only managed to play for 15 mins"
50269,1,@amatoronto No problem - just wanted to make you aware - wanted to DM you 
50270,1,@AmaWheelies what number was i? 
50271,0,@amaxlea me 
50272,1,@AmayaSwimwear you know I luv ya girl! Your super cool! 
50273,0,@amazcuna So many people with headaches in the office!!!  Yikes!  
50274,0,@AmaZInDimPZ it started Tues. but I meant missed out as in there's maddd ugly ishh left 
50275,1,@Amazing_Grace13 Good luck w/ your day !!
50276,0,"@Amazing_Grace13 me neither, was it via cell phone or twitter? I don't have a cell phone  only a silly tracfone for emergencies!"
50277,0,@arwentelian I got a brochure that was bemoaning the use of pads and tampons and advocating the use of a rubber cup. &quot;To save the enviro&quot; 
50278,1,@arwoodall hmm... all smiles i see  lol
50279,1,@arwyn84 king single from smith city. it has a pillow top and is only 15cm smaller than a double bed
50280,1,@arxe yey 
50281,1,"@arxpoetica it's certainly on the bleeding edge, but if it's possible today I don't see why we shouldn't use the technology "
50282,1,@aryaditya don't need to justify everything  everyone is allowed to have their own opinions and agree to disagree
50283,1,@aryaditya ohh ok thnx ..will get touch with @benstrider are you listening ?  probably am visitng there next to next weekend !
50284,1,@AryanaAdin and @JaylaStarr fucking rock! and sexy too 
50285,1,@ARYANASTARR it's ok. Not too much. But I have friends from Quebec City here that own a video game company. 
50286,0,@aryanmaine aw ya geordan hasnt texted me at all today 
50287,1,"@aryanmaine ill be there, but the doors will be locked, and i ain't opening "
50288,0,@aryanmaine SORRY i didnt get your tweets; bb's are STUPPID;; im @ home now. 
50289,1,@AryehAkiva wow u twitter . Miss ya 
50290,0,@AryIrigoyen oh!  I want one!!! 
50291,0,@Aryn21md 10 NOT including bonus. I fail at life and physio.  hahah
50292,1,"@arynp: I think that's it. Because the old ones used to have those rolly balls, but these use sensors. I feel smart! Lol. "
50293,1,"@arysongs who knows.... maybe she has changed  and Niley is not officialy back, they are really good friends, i think..."
50294,0,@arz_bayani ay nako alam ko..  hahahhaa i officially have a sleeping problem.
50295,0,@arzhou: 
50296,1,"@arzie praying mantids are fascinating creatures. scary and awesome at the same time, and great to photograph. "
50297,1,@arzoum never mind we figured it out  thanks anyway!
50298,0,@arzupancic I was washing my sheets and it was tangled up in them and I didn't know  .
50299,0,"@AS_dirt won't download, I need to update the phone.  Same with facebook. "
50300,1,"@AS_King  we're open Sundays now through Labor Day, 10am-4pm"
50301,0,@AsaAkira I hear hv delayed the v3.0 release till tmrw...so sad
50302,0,@AsaAkira yeah I think it's sometime after 6 or 9 am
50303,0,"@AsaAkira yeah, but thats really just Chuck's webmaster - he's not really on Twitter hisself "
50304,1,@AsaAlger Hey Asa! I'm Siska; nice to meet you  Congrats intern with CC. Keep in touch!
50305,1,"@AsaCavalli PS u can't call me boo then old head, that mix don't match!!! (An I'm younger than you!!! Cougar!!) Lmao "
50306,1,"@ASacco Hey Al - I really want a new BB.  I want the BEST one, because I'm a  baby   Any chance you'd tell me what you think is the best?"
50307,1,@asafrommaui Awesome! Happy Aloha Friday to you! 
50308,1,"@asafrommaui Morning!  No, I have the weekends off. Though I sleep in early on Sunday in order for me to produce Monday's Sunrise."
50309,0,@aSaladADay I'm sorry...not trying to do that 
50310,1,@aSaladADay thanks...Night 
50311,0,@AsamAhmad Like toothpaste 
50312,1,@asamahmad You would do more damage to the GWIZ that it would have done to you 
50313,0,@asamiasamiasami  Get well soon my love! Let me know if you need anything *hugs*
50314,1,@Amazing92 I KNOWWWW  did you see it?
50315,1,@amazingamanda I do I do! @Lakers coverage on Wednesday please!!!  
50316,1,@amazingcircus have fun!!! Haha just finished noodles n corn n pork ham. 
50317,1,"@amazingcircus kool, where are you? "
50318,1,@amazingphil are you uploading your video tonight 
50319,1,"@AmazingPhil better go jogging, you need to have a good heart to live through the suprises every 10 seconds"
50320,0,@AmazingPhil go back into the room when u can  charlie is mean
50321,1,@AmazingPhil hahaha i did a fake tattoo with waterproof eyeliner but it looks real 
50322,1,@AmazingPhil http://twitpic.com/6bv1p hope you like it   it was my first one soo its not amazing UNLIKE YOU !
50323,0,@AmazingPhil i hate BB 
50324,1,"@AmazingPhil i just thought that said, drag me to hell tonight  , i was thinking wtf haha. have fun =]"
50325,0,@AmazingPhil nooooooooo  I can hug you though! that was random sorrrry! ^.^
50326,1,"@AmazingPhil So far, I love all of the games you linked. "
50327,1,@AmazingPhil The day after tomorrow 
50328,0,@AmazingPhil WARNING I went to see drag me to hell and I really didn't like it 
50329,1,@AmazingPhil you're amazing.  keep up the great vids. love watchin em &lt;3
50330,0,"@amazingphoebe alright, so think of something to do tomorrow, and we'll do it  until then, i'm gonna get off twitter  i love you "
50331,0,@amazingphoebe don't you have work tomorrow too or some shit? 
50332,0,"@amazingphoebe i can't see you tomorrow morning, we're going out for birthday breakfast with grandma. i'll talk to you when i get home "
50333,0,@amazingphoebe i don't know what to say or do  i love you 
50334,0,"@amazingphoebe i emailed you baby  eeek, i'll call you tonight yes "
50335,0,"@amazingphoebe if that's what you want to believe, then be my guest "
50336,0,"@amazingphoebe jumped off the trampoline, landed funny. already a massive bruise, think i might have sprained it "
50337,0,@amazingphoebe mum said you couldn't come over 
50338,1,"@amazingphoebe she had like, two bags of mini mars bars, i was like, YOU CAN AFFORD FOOD!  /claps!"
50339,0,"@amazingphoebe well, not really care, just like, you didn't want me to stay  sjkdfhasdf and don't say that "
50340,0,"@amazingphoebe yeah, i did think that, maybe you should have been unforgiving in the first place  you could hurt me that much, you could"
50341,1,"@amazingphoebe yes misses, that would be greatly appreciated  plus, you'd be able to choose one that you think will look good on meh "
50342,0,"@amazingphoebe you tell me not to take my bad moods on you, but you just did then?  oh well, it doesn't matter "
50343,1,@amazingvictoria hey girl 
50344,1,"@amazon_twit First Frank Lloyd Wright legos and now Indiana Jones! I'm 36 but somewhat tempted.  Oh my gosh, I hope I start working soon"
50345,0,@amazondotjon Can you ask Ryan why he stopped following me on Twitter 
50346,0,"@amazondotjon http://twitpic.com/7ylq3 - Lucky you! It's hard to remember what the sun and clear skies even look like in NYC, nowadays."
50347,0,"@amazondotjon if you quit twitter, you're not my favorite anymore "
50348,0,"@Amazonian_Senna Aww! That makes me sad, don't do that! "
50349,1,@Amazonian_Senna ha ha I will while I'm here 
50350,0,@asamidori he only works for SE... 
50351,1,@asamiramirez its the dsi that I want to get!!! I have a pink ds and its called fishie 
50352,0,@asamiramirez watercolors are hard for me to use :/ they never come out the way i want them to 
50353,0,@asamiramirez yeah I would love to check it out in person!  It looks so neat! Too bad noone I know has it! LOL I wish! 
50354,0,@asandore Don't nudge me to update when you didn't respond to my tweet yesterday! 
50355,0,@asandroq   What happened?
50356,1,"@asatiir  don't worry, have fun using it. I sent u a dm with my cell number"
50357,0,@asatiir are you serious? That's not good.... I'm worried I'll be doing stuff like that if I get the job 
50358,0,@ASBFOREVER haha yep..damn i wana play guitar but cant! 
50359,0,@ASBFOREVER yeah n that was 16 years ago tht we gave him away but it feels like it was just yesterday n my friend is making it even worse
50360,1,@asblumberg why do you like apples? Hoping to meet Mon night? Talk soon 
50361,1,"@Asbo_T Lol, I also think that mindless chatter is the most likely reason for my early release "
50362,1,"@asbogan thanks for all you did for prom and afterprom! It was a BLAST!! Tell Ben the same, if you can  We all had SO much fun!"
50363,1,@asc2009 a test center is good at conformance testing. Does my RIPv1 implementation meet spec? stuff like that. Apples and oranges
50364,0,@Ascasewwen Is envious at your melted cheese pasta &gt;.&lt; So would've been nice at work today 
50365,1,@ascendant: we need to talk!!! shoot me ur digits again please 
50366,1,"@aschek es tan politicamente correcto como Peter Griffin, and that's why we love him  (via @JF10)"
50367,1,"@aschernathan I love Phoenix. Faves are Funky Squaredance, Too Young and If I Ever Feel Better. Excellent choice "
50368,1,"@aschernathan it's a long story, longer than 140. But if it makes any difference, I'm still coping great without cigarettes"
50369,1,@aschernathan looks like theres a hashtag in place  &gt; #facesinplaces
50370,1,@aschernathan Simply joyful!  Good morning mister! Glad to be home?
50371,0,"@aschnebe just finished marley and me, cute sad movie "
50372,0,@ASCjoellio I'm only worth $200  how did you find out this?
50373,1,@ascrappydesign If you look at my twitter page or website (same) you will see mine. 
50374,1,@ascuteaskittens I woke up with sheepy in my arms  &lt;3
50375,1,@asdavis10 HA! I know u missed me buddy!!! *hugs* and I'm gonna change my pic just fir u!!!
