ItemID,Sentiment,SentimentText
20038,1,@_hayles yea its cute!ud think he could just fit me &amp; u in there too wudnt u?! we'd be no trouble!  yess i reckon they'll be a vid soon!xx
20039,1,@_hayles yeh i saw that look. *repeats-im not jelous-im not jelous*  xx
20040,0,@_hayles yer there must be-not sure tho-caught it off my brother but got it worse  
20041,1,"@_Hayley__ It's ace, and a well sneaky way to get fit I feel. Oh, also, I wrote you a song... it's call Get A Day Ticket For Download "
20042,1,@_HeatherBailey  Good luck!!  How exciting.  Can't wait to see what you have coming. 
20043,1,@_HeatherBailey STAR TREK.  SEE IT.  
20044,0,@_HellzKellz left alone  no black ppl would do this
20045,1,@_holliee is ratherr silly 
20046,0,"@_holly eu gosto tbï¿½m dessas: Don't Look Back in Anger, The Masterplan e Champagne Supernova! mas tem MUITAS de fora! "
20047,0,@_HolyShnikes_ Oh no~~ LOL What the hell.... Why are we patient with sorta followers   .....Never!!!!!!!
20048,0,@_HotMess_ lol. Wow. I was using ubertwitter but it keeps making my phone freeze up 
20049,1,@_spell LOL ohhh ok. I gotcha. Ty got clearing that up for me sweets! See where would I be without you?! 
20050,1,@_spell thank you @_spell. I think it is fuchsia. 
20051,1,@_spell You are a friendly and helpful bot so you stay... but the rest of the bots must go!  
20052,0,@_spikes_  Nopeeee  Have Youu ? x
20053,1,@_Spurcell_ its a loooonnnnggg story but now shes talkn to me she said sorry hhaaahaha!!! 
20054,1,@_squeekss // haha yeahh 
20055,0,@_stacey_rae i really hope it works... is the video on the power point? omgif this doesnt work im actually going ot freak out!!  (yn)
20056,1,@_stargirl i have indeed. i've been to... four? five next month  you?
20057,0,"@_stargirl Im sorry your dog died, 2 of my cats died the same way"
20058,1,"@_Starry Thanks. It was kind of 'fun' turbulence - where you stomach gets to fly around a bit, without being actually scary.  Home =good!"
20059,0,"@_stars same I just can't get into them, maybe just for the first 30 min to see the jokes and stuff, then it just gets boring"
20060,1,@_startafire maybe take them out for the interview and get a trim  or you could always put retainers in?
20061,0,@_stephhh_ did david not do waiting for yesterday and my hands tonight? 
20062,1,@_Stephhh_ I know it was the special call I made to the  phone company 
20063,1,@_Stephhh_ Please call me when you can and ill take care of your pic for you 
20064,1,@_Stephhh_ yay! I'm sure he did 
20065,1,@_Stephhh_ Yeah sure whatevs...haha you have to admit the sweet and innocent are by far the best and a EPIC WIN 
20066,0,@_Stephhh_ Yes Joe go awayyyyy. Oh boo he doesn't have it? Saddd. 
20067,0,"@_stevefail_  monday , someone needs to buy it now hopefully Fox network or someone."
20068,1,@_stevewoods Good Day to EVERYONE to you too!  U sound chipper 2 day!  love ur enthusiasm!
20069,0,@_stl_15_ i liked the Guess ones  but NOOO they were &quot;too square&quot; ugh... ;)
20070,1,"@_StripySocks_ Yeah, we think shes fine - just a bit crazy! "
20071,0,@_strokemyEGO I can't just want a baby? Everyone else has one!  ...why the hell not?? join the club lol
20072,0,@_StudMuffin im shaving my head...my barber got booked  i fuckin lagged it to long cuz i been hoppin on one foot. i think i need goose!!
20073,0,@_SugaRush Yeah looks like I'm definitely not gonna do it. Darn. It's 1 of my 2 fave books ever too. Sacrifices have to be made I guess
20074,0,@_SugaRush Zeebie go wake him up! I want the sun back 
20075,1,"@_supernatual_ Give me some Dean tied up Pron, Dean or Sam shirtless pron, hmmm....Some Jo maybe b/c she's hot.  I'll think of more. "
20076,0,"@_supernatural_ Aw, you're not following me "
20077,1,@_supernatural_ hi guys :-D never shown my huge appreciation for all the pics &lt;3 have one of the recents as my background  yum
20078,1,@_supernatural_ http://twitpic.com/4e87c - OH. MY. GOD. kinda speechless right now *swoon*
20079,0,@_supernatural_ http://twitpic.com/4gm4i - He looks a little disappointed in us  And I think he wants to say &quot;told you so.&quot;
20080,0,@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..
20081,0,@_supernatural_ http://twitpic.com/66l83 - i liked old ruby best.
20082,1,@_supernatural_ http://twitpic.com/68r43 - hmmmm with a dash of whisky and a nice cigarette!
20083,1,@_supernatural_ http://twitpic.com/68xa5 - i soooo love his eyes.. im a big sucker on beautiful eyes..
20084,0,@_supernatural_ http://twitpic.com/6dqm1 - gotta be in the right light to look at it though
20085,1,"@_supernatural_ http://twitpic.com/6eg3r - Misha's so talented  I can do something like that with my tongue, too..."
20086,1,"@_supernatural_ http://twitpic.com/6qhky - yay! any for #SkinSunday?? other than the butt shot please, already have that one,  x"
20087,1,@_supernatural_ http://twitpic.com/7jd2x - @chuckphie oh he DEFINETLY Did!  hehehehe SMUT SMUT SMUT!
20088,1,@_supernatural_ now now don't call twitter stupid..everyone is overloading them..gonna blow up one of these days ...be nice.. 
20089,0,@_supernatural_ serious?  I'd like to say that this one was def one of my own  sowwy if it's urs 
20090,1,"@_Susanlee_ haha, perhaps it's the word sac? "
20091,0,"@_sweetheart  eeeeeeeeeeeeli, "
20092,1,@_sweetjane Thank you for voting!  Very nice to meet another Tampa wine lover! 
20093,0,@_sweetpea   i hope you feel better soon!
20094,0,@_sweetpea what's up? 
20095,1,@_swisschick_ Good luck with your Diana+  Join us @ Flickr group called Lomobook!  http://is.gd/B13g  #lomo #lomography
20096,0,@_T_a_y_ lol. Good for you. Am on a 8 hour bus journey. And don't have any sexy flt attendants
20097,1,"@_Tahlia_ So, bodypainting solo?  Enjoy the evening."
20098,1,@_TaylorSwift hey Taylor. It's been a  long time since I have talked to you. I miss talking to you. So what's up? 
20099,0,@_taylortrash_ no  I work Tuesday-Saturday
20100,1,"@_tayylor_ Ha i really wanna, dude me you and a car= Miley Cyrus Metro Station "
20101,0,@_td link? My new imac has a 8800gs
20102,0,@_Telenovela I saw this message too late.  Thank you. I should actually start checking this more often.
20103,1,@_the1_ tieï¿½i t?
20104,1,"@_TheFranchise_ I know! I miss ya!  Things are great, new SCORE material hit last week and just returned from a huge swinger event  Kisses"
20105,1,@_themillster_ are you coming too? That's exciting. I'm just drinking tea and watching Scuzz-Blink up next  http://myloc.me/1ntV
20106,1,@_thien   Miam 
20107,0,"@_tira ive been doing french all weekend, i havent done any listening ones cause ive lost my cd's haha! im hopeless. "
20108,0,@_TLa NOPE  . . BUT YOOO EVERY THURSDAY @ PROMENADE ! LADIES FREE B4 1230 . . RSVP @ &quot;HONEYCOMBTHURSDAYS@GMAIL.COM&quot; . .I BETTER SEE U BOO
20109,0,"@_Toki_ the wee girl started crying and her mum came on, was such a shame "
20110,0,@_Toki_ will you hold my hand? 
20111,1,"@_tomash To make a long story short, the difference is like between ICQ and Jabber "
20112,1,"@_Tomm As I said, Attention is Attention.... s'all good bitch!! "
20113,1,@_tommyreza_ copy &amp; paste has been available for jailbroken iPhones for ages. I'm looking forward to turn by turn gps. 
20114,1,@_tonia I enjoy giving compliments. You make it easy to do 
20115,1,@_Tonii yeeeeeeeeeeeah contdown  I'm soo happy! &lt;3 Today: 2nd schoolconcert! hope it will be as great as tomorrow! ciao
20116,0,@_topo Evidently I should have bought mine 3 years ago too  I got good comments on Dell but my personal experience was quite bad so far...
20117,1,@_traashy thank you 
20118,0,@_huny i wanna go out with you 
20119,0,@_huny not better  think imma go to the hospital if this fever doesn't go down in an hour
20120,0,@_i_am_jack_ Are you okay? You didn't get hurt too badly did you? 
20121,1,"@_i_am_jack_ cool down? this is great weather! i'm by the kworth max stop now, it's nice, cheap and convenient for work  you?"
20122,0,"@_IANNE I'm on ep4. I keep pausing it cuz it's breaking my heart.  But yes, Satoshi/Kai&lt;333"
20123,0,@_IANNE it makes me sad that I couldn't get any. 
20124,0,@_IANNE swaggg!  dnt make me feel sad than im already am. Miss u already!
20125,0,@_icarus  is he okay/going to see a doctor???
20126,0,@_IdaBella  so your not famous nomore ? lmao
20127,0,@_Idance_ Im upset with you now. u were like omg the schwans man is here ill call u back...then ur hanging with kayla and never called me 
20128,1,@_iDANCE19 Oooh Did you absoloutely love it!?
20129,0,"@_Idance19, noo, i can only read the dms on here  &amp; he was hitting me &amp; i called 4 some1 2 punish him, so he made himself cry &amp; told t ..."
20130,0,"@_idance19, yes!  lol. Simon jr (my bro) lied 2 my parents 2 get me in trouble! X("
20131,0,@_Ihaveissues 
20132,1,@_iheartzombies That's a penny more than I get paid for my writing.  Hoping to land a paying gig. Will def. ask for help when money comes.
20133,1,@_ilovegravy oh i know i am  couldn't do it without kev sherry and co though ahaha ;D
20134,1,@_iLoveIsaiah  theres a lot of things that remind me of you  &lt;3 especially airplanes and helicopters lol
20135,0,@_incredible_  Du hast AShley gesehn??  Ich will auch 
20136,1,@_iNene_ I just love ur pic  idk its just super cool and I'm weird so..lol
20137,0,@_intothevoid Cuz of his posts? LOL. Interview for what place? I go back to Thrifty on Tuesday! Kelly AND Sandy left 
20138,1,"@_Irene_Adler buh bye pretty lady, cheers for brightening up the Expo  give our love to the SO. X"
20139,0,@_Irene_Adler I'm hollisdorian on flickr. Not sure why I can't locate you. There are 4 Irene Adlers listed but none appear to be you.
20140,1,"@_ironMike no ironMike, YOU'RE THE BIG BALLER.   i can pick you up now HAHAHA (:"
20141,0,@_Isabeau haha unfortunately only London 
20142,1,@_isabellaswan Hey Bella. 
20143,1,"@_iStone_ 2.2Ghz, 1GB Ram, 160GB HD, X3100 graphics. Ram and HD are upgradable. 900US. That's about 1200 AUS.  Barely used. It's Mums."
20144,0,@_itsHarrison no sir sorry 
20145,0,@_iWade_ Hi! Yes I do - I do not have that many  lol
20146,0,"@_iWade_ it was $98. I'm having an issue tho cuz my cable connection to Telstra doesn't run on a Cat 5 cable, only on USB - I'm stuck"
20147,1,@_iWade_ Why thankyou i love to get my legs out!!  xx
20148,1,@_J_A_M_E_S_ ahh i know this pic from THS  love it 
20149,1,@_J_A_M_E_S_ cool^^ i dont know them but i look at their sites. but that would be cool faovirite/top friends/followers 
20150,1,@_J_A_M_E_S_ first no  we dont have and 2 that was 2 years ago think to late xD
20151,1,"@_J_A_M_E_S_ i have a question, cg is a hobby of you, your job.. or both? "
20152,1,@_J_A_M_E_S_ nooo^^ here its 11am i stay  after this dore thing i slept half hour ^^
20153,1,@_J_A_M_E_S_ omg I have never heard of it! Tell me u have it!!! 
20154,1,"@_tranquilize  THANK YOUUUUUUUUUUUU, I seriously didn't even know such a thing existed"
20155,1,@_tranquilize can I come on the chapters run 
20156,0,"@_tranquilize lol aw. YOU ARE ALMOST THERE. Everyone's having a crap day, it seems.  Are you gonna wrangle up a chat, then? XD"
20157,0,"@_tranquilize lol I don't think many people are online RN, though  SEXY RONNIE DESERVES A CAPSCHAT THOUGH, GD"
20158,0,@_tranquilize omg I'm sorry  I hope the situation gets better asap!!!
20159,0,@_TROUBLE Imy! 
20160,0,@_Trystianity_  Throat's worse  Arent u supposed to recommend tea or OJ rather than liquor? heh
20161,1,"@_Trystianity_ T-shirt? Do you want me to return that Elvis, cuz he's already on a flight to see you as we speak "
20162,0,@_Trystianity_ you got some sexy pics girl!!!  Love the eyebrow piercing!  I used to have a ton of piercings now I only have my ears  lol
20163,0,@_TWEE Ohh. Yeah i was still there 
20164,1,@_type Ordered! And hi btw - Im herealso now 
20165,0,"@_Undeniable_ Hey!!!  Im good, just can't wait till it's time to leave work   Im so tired.  How r u today?"
20166,1,"@_Undeniable_ I am already 2, 3 and 4...cannot do no.1 I am afraid, I am not built to be an 'employee' sorry not in my genes"
20167,1,"@_unicorn Indeed I am , indeed is like my new word, i use it in almost every txt these days "
20168,1,@_unicorn Never  its on my bebo 
20169,0,@_UniqueGirl_ i have a sty and it hurts 
20170,1,@_VeniVidiVici_ LOL drunky drunk-drunk  What's shakin' chickie?
20171,0,@_veritas I want to get drunk too 
20172,1,"@_viaJTRAIN i would fix it, but drowning you in it is just too tempting. "
20173,0,@_Vig now working full time  what about you?
20174,1,"@_vinyltap heh, that I am "
20175,1,"@_Viv Technically yes, but I'm in Aussieland so different time than you guys "
20176,0,"@_VQ_    Your Dallas, Boston, and London options are looking mighty fine a.k.a. no quakes"
20177,1,@_VQ_ i can't believe you saw up!  you wanna go to ketchup on sunday for dinner?  my co-workers wanna go 
20178,0,@_wagathegreat or you 10lbs and your pants still don't fit.
20179,0,@_Wall Stevie is still having a hard time with blood pressure and seizures and adam  doesn't know what to do   but yay for baby doing well
20180,1,@_wannabe_ thank you honeeeey 
20181,0,@_Weebs   oh.. it is? &gt;_&gt; I mean!  Of course it is... :L  im tired as welll 
20182,1,"@_wendy_r_ we bought tix to see it tomorrow, WITH 3D glasses! we'll have to take a sequel to that prior photo"
20183,0,@_wendy_r_ you've GOT to be kidding. you should just go stay in a hotel and demand to be reimbursed- this is ridiculous-you need rest!! 
20184,1,@_westbaer_ you might want to check out twe2.com - free Twitter SMS updates. Currently sending me DMs but you can set it up how you like
20185,0,@_Whatsermame_ oh no x_X i gotta go again  i will come baaack xd
20186,0,@_whatshername BOO. 
20187,0,@_wheezy So YOU'RE the one that's jinxing me. I can't get anything done today 
20188,1,@_Whirlwind hello  thanks for your tweet nice to meet you  You can find percy's pattern here - http://ow.ly/aQ1R
20189,1,@_whitney ok  niiiight
20190,1,@_WildRose_    what big words. I'm thinking a much shorter one: LUNCH ...  at Freo  YUM 
20191,1,@ pspice26: oh my.  what bia are u talkin about?  do we need to rally the troops n take the bia out?
20192,0,@ pynk_hi_lyter: the picture wouldn't work! 
20193,1,@ raeredeyes We all have our moments lovely! Still luv ya though!!! 
20194,1,"@ rainykai : Thank you for your kindness, giving me the You tube "
20195,1,"@ randomusicgirl lol u said yr palm was itchy? Thats what it indicates... A windfall, lotto win, etc "
20196,1,@ red dot musuem pacific coffee company. nice cosy place for sunday morning. quiet and free internet 
20197,1,@ remy with the ladys...I rly think shit is gonna pop off tonight...oh well I'm ready 
20198,0,@ renatamussi as soon as my computer will stay coonected to the internet 
20199,1,@ reply me pls 
20200,1,@ rikkusdream you went yesterday and the day before! No complaining 
20201,1,@ robypooh : i'm not going! Lol 
20202,1,@ RoyHooker thanks 
20203,1,@ rubymaree welll SORRY! that im not a massive twitter nerd! jst coz i dnt need to watch porn like you all the time 
20204,0,@ safe336... to be a nerd.  You're not following me?   you suck
20205,1,@ samitbasu he told me as much. good good 
20206,1,@ SarahK_13  hey where is the pic of the pie???? The one whit me ?!   ;-)
20207,0,@ school  6 other subjects left for today
20208,0,@ school again 
20209,0,@ school in the computer room just a little bored 
20210,1,@ school waiting for class to start....ugh....I need COFFEE!!!! LoL 
20211,1,"@ school, IT class  can't wait to get home..."
20212,1,@ school...wanted to say hello 
20213,1,@ seolyk thats what david is doing today!!! He you are at the mall you should meet us for lunch. 
20214,1,@ shake shack w. Heena 
20215,1,"@ sirpengi I will try, thanks! I was mad about the number of files Picasa for Windows was creating in every folder: I like tidy things. "
20216,0,"@ sleepyqueen: can sms me, jus tat i reply slow onli  ya loh, sun father's day i also hafen buy or do anything..."
20217,0,@ Somn...tomorrow - learning day :|  Good Night Everyone! &gt;&lt;
20218,1,@ soulclap hahaha u must be @ rise  eli miss ya fam peace and blessings april
20219,1,@ souljahboytellem that's not ghetto ur jus hungry lolz...sounds good 2 me lmao
20220,1,@ spookychan Wolfsheim- Care for you ? http://blip.fm/~78qre your wedding song?? It's supposed to be ours too if we ever get married....
20221,1,@ starbucks etiler with team 
20222,0,@ starbucks studying turkish. Called in to work this morning cuz of my cough 
20223,1,@ Starbux getting my usual! Going to the zoo with Ashlee!! 
20224,1,"@ Stephfoo Hi, I'm FoxySmile in Danny's IDF thread  Nice to meet you! Can I call you Stephanie? You can call me Katharine! "
20225,1,@ stevedc I love how you keep us up to date  thanks!! Keep the comments coming 
20226,1,@ stoneridge mall.. had a gr8 workout. Time to reward myself
20227,0,@ summercymru i wish u could 
20228,1,@ Sunset Park for Tyrone's biirthday 
20229,1,@ sweetgirl7808 Good morning!!!
20230,0,@ sweetpenn. i cant believe i wont get my fix of penny next week.  idk what ill do without it
20231,0,"@ sydney airport, waiting to board for LA.... vacation coming to an end "
20232,1,@ Symphony sushi w the hubby  yummm yummm. This is gonna turn in2 &quot;a dinner &amp; a movie&quot; kinda nite. Me like!!
20233,0,@_J_A_M_E_S_ ooohhh! What kinda animals do u have!? PS: Heyyyyyy!!! Srry I didn't come on here earlier.  I was sleeeeeeeeping! Luv u!!!
20234,1,@_j_a_m_e_s_ what Is tht? 
20235,0,@_j_e_s_s HAHA!! Jess he looks like a little boy who hates the big bad dentist!!  aww.....lol.
20236,1,"@_Jacob_2011_ I see.. if you're going to have a child, do you have names in mind already?"
20237,0,@_JadeLakeasha i know how you feel 
20238,1,"@_jaimemarie Oh, thank you, jaime, how are you jaime? im very genuinely interested, jaime. You're speech will be awesome, jaime  x"
20239,1,@_JamieLeeCurtis I wanted to say hello! I used 2 work 4 an old friend of your dad's here in Florida named Murray Black! 10 yrs ago
20240,0,@_JamieLeeCurtis my Sunday is nearly over  Monday soon! booooooooo!!
20241,1,"@_janaresert aah!!! totally forgot. ok, wanna watch it HIM!  how was his name again? carter? or cater? "
20242,1,@_janaresert http://twitpic.com/6qank - it's cuuuuute.  â™¥
20243,1,"@_Janet_ Still haven't decided, thanks for the suggestions. "
20244,0,"@_Janet_ We don't have to I won in the end, LOL we're watching 8 out of 10 cats though.  wanted to watch film, but can't see any  I fancy"
20245,1,@_Janet_ yeah am good thanks.  Just been horrendously busy.    Hopefully things will settle down in 7 days' time.
20246,1,@_Jannika huuuunnnggrrryyyy i've been at work and reading my book. ben steezy's bout to go grab some food 
20247,1,@_Jannika just chillin. tryna move to L.A 
20248,0,@_JAYYTEE aww man I thought we were friends!!! I didn't even say nothin bout abs 
20249,0,@_JAYYTEE i dont think that wud work!!! 
20250,0,@_JAYYTEE Naw they left for palm beach this morning.... 
20251,1,@_JAYYTEE YUUPPP  ii gotta suitcase for each type ah item yo...(1) Shirts &amp; SOME hoodies..(2) Jeanz (3)Kicks pt.1 &amp; 2
20252,0,@_jeanjean Why naman? 
20253,1,@_Jellybox thank you!  Show me what you have done when you've finished it  Will be ace to see it :p thanks again!
20254,0,"@_JenLeah_ I never stretched either, thought nothing would happen. Now I'm in a cast and can't go running.  http://twitpic.com/3j41e"
20255,0,@_jenniifer do you know if i can be on zntm yet??? because i didnt get an email from you 
20256,1,"@_jenniifer prob. more here too, but one was taken to a local hospital be to tested! =0 but if she is, then schools shut down"
20257,1,@_jenniifer....meez it horribleh! I like WeeWorld  you dont need to download ANYTHING!
20258,0,"@_Jenniva_ Yep, yay outsourcing! "
20259,1,@_jennnn Hes a lifegaurd  @_bianca__ I am haha. I have to leave soon to go to the airport though :'(
20260,0,"@_jennnn thats a fucking creepy picture, @BAHAHAleslieee was right. @Gladystardust awww! thats sad!  hhhwy? lmao, we all MUST."
20261,1,"@_Jessicaaaaaa You're welcome. Anyway, gotta go. Brb later.  Bye! ?"
20262,1,@_JessicaJOY I'm being nice right now 
20263,0,"@_jessicalouise yeah, he is. i missed chatty man last night though  and thanks ;) yours is nice too. that from your holidays? xx"
20264,0,@_JessicaStudley no #sfgiants game tonight 
20265,1,@_JessiCollins_  hey jessi thanx ofr following me 
20266,0,"@_jibril i'll be there in a bit guys, my stupid computer died on me "
20267,0,@_jkd stfu lol i miss ur meanness...no1 is mean 2 me here.
20268,1,"@_witnit_ well, I knew that!  Just thought it might be something else, that's all "
20269,1,@_WolfGirl_ May 6th  We couldn't wait any longer..i was waiting for someone to ask! LOL
20270,0,@_Wren_ it's wicked sad 
20271,1,@_Wren_ She's a sweetie all of the times I have spoken to her. 
20272,1,@_writerblock_ roflmao at the cup! haha  gotta protect those family jewels!  
20273,1,@_writersblock_  I'm having a bev by myself too. Sometimes you just have those kind of days and you need to relax 
20274,1,@_writersblock_ me too!  whining is like nails on a chaulk board!
20275,1,@_writersblock_ MORNING CHICA!! 
20276,0,"@_x_Caroline_x_ omg, your so luckyy!!! i never heard of the yearbooks before it was too late  but whoooooppp LOVE 30STM!!!!!!! x"
20277,0,@_xbianca well.... it sucks and got confusing 
20278,0,@_xClaudiax_ missing not being home 
20279,0,"@_xitsdaleneF00 Awh I wish, I was gonna hang this weekend, but my dad flaked on me"
20280,0,@_xotashhh but i said i was gonna finish growing pains. And i can't ever get on to read it and it's killing me.  and i wanna finish...
20281,1,"@_xotashhh Hmm, sort of. I'm taking Psychology next year! "
20282,0,@_xotashhh I'm so jealous  I wanna see both of them.
20283,1,@_xotashhh It's up naooo.  I CAN'T WAIT FOR MORE GROWING PAINS. &lt;3
20284,1,"@_xotashhh lol. My brother is a huge supporter of United - Me, Couldn't care less who effing wins "
20285,0,@_xotashhh the art and watch me fall. 
20286,1,@_xotashhh Yay for new readers! They can't resist your stories. 
20287,0,"@_xotashhh you did? :o lol what did you say? Speaking's my worst area, I broke down in tears for my Spanish AS oral "
20288,1,@_xtine 'Mediterranean' was the correct spelling. I always think it's wrong too 
20289,0,@_XXKathaXX_ ohh that sucks!! here its just getting colder  i could seriously die right now im so cold :s
20290,1,"@_XXKathaXX_ What what what now? Haha I got your latest email today, I just havnt got round to emailing you back haha  Sorry my bad "
20291,1,@_YANA haha my badd.  crazy is kinda gooood. it was a bit weird. very different to aus. sleazy balinease men and evryone tries to sell you
20292,1,@_YANYAN noted 
20293,1,@_yavanna seen the tube clip but call me old fashioned don't want to be spoiled sooo excited for the season finale 
20294,0,"@_yennie I assume tea probably won't help either?  I feel like a cookie will solve your problems, but also that it probs won't."
20295,1,@_ynnie36 @vojha apple is *so* easy
20296,1,@_ynnie36 Thanks and good morning to you
20297,1,@_yps Ð¼Ð¾Ð¹ Ñ‚ÐµÐ±Ðµ Ñ?Ð¾Ð²ÐµÑ‚ Ð¸Ð·Ð±Ð°Ð²ÑŒÑ?Ñ? Ð¾Ñ‚ Ð½ÐµÑ‘ Ðº Ñ…ÑƒÑ?Ð¼ 
20298,1,@_Yvette_ hey you should follow um peter facinelli  it's really him. haha i'm following him 
20299,0,"@_Zafrina_ hey girl, sorry RL called.  Mike was just professing his love for Lauren...and Tanya, well she didn't take it too well "
20300,1,@_Zafrina_ i dont think itll do any good oh and Senna said hurry up ha 
20301,1,@_Zafrina_ Morning Zafrina!!  Do you ever sleep??    Day is alright.  So far much better than yesterday!  Supposed to be cold though- boo
20302,1,"@_zay I'm not OK with the word 'fail', u 'll make it this year and pursue ur dreams insha'Allah "
20303,0,"@|RachelWest| I've tried to contact the owner of @RachelWest so that you can have the username, cause my twitter doesn't like the line. "
20304,1,@ tanpinpuk: thank you for driving  hanno was great!
20305,0,@ Target. Where is all the dayquil?!?! 
20306,1,@ tavenu. Theres a festival and Lange Frans en Baas B are coming! Woehoeeee can't wait! 
20307,1,@ TGIF but can't relax cuz the musics tooooo LOUD.  Or maybe I'm just toooo OLD 
20308,0,@ tgrichardson -- yay for wolverine being worth the watch. boo on some really icky mud. 
20309,0,@ tha barbershop hungry as hellllll..sumbody shud bring me sum10 2 eat
20310,1,@ tha dallas world aquarium wit my lil bday man n da fam 
20311,1,@ tha hi-fi awesome end of fashion on soon 
20312,0,@ That's no fun. 
20313,0,@ the airport saying bye bye to mom 
20314,1,@ The Apartment with me BFFs @liapele and @mypucci. Reunited 
20315,0,@ the barber shop bright n early 
20316,1,"@ the casa with Adri and Becca, whats up with tonight Vegas? Hit me up "
20317,0,"@ The Cathay Starbucks, playing cards. I don't get how to play Bridge  had a nice time playing pool. Ahhh."
20318,0,@ the clinic tryin to find out wats up with boo 
20319,0,@ the club. Hottest girls here!! Lol. Wont let me upload pics  U believe me right??
20320,0,"@ the dentist's office studying/waiting for my cleaning, walking round downtown with my barbri books attached to me=no fun "
20321,1,@ the diner with my mommy!  hit me up..
20322,0,@ the drs. in beverly hills...doctor's scare crap out of me 
20323,0,@ the ER with Peanut.. He's real Sick.. 
20324,1,@ the game wit @MaimouC and paula  !! http://twitpic.com/6sbov
20325,0,@ the gas station waiting for my daddy to come pump my gas! I hit the snooze button 4 times this morning  super sleepy
20326,0,@ the gym lifting weights...gotta get rid of all this fat 
20327,0,@ the gym.... why not the beach?! 
20328,0,@ the hospital getting tests done for work!  I hate shots!!!
20329,1,"@ the hospital w/ my sis and her brand spanking new baby girl! 7 pounds  7 ounces, 20 inches, 2 hours old, screaming like a banshee"
20330,1,@ the hotelll  falling asleep gooodnight!
20331,0,@ the job;; tired of these muthafuckas hangin up on me! Bitch pay ya muthafuckn debt!! Wtf !! LMAO! Can't be beastin on twitter 2day
20332,1,"@ the leadership conference - tonight, the entire group came together and built 80 bikes for the Boys &amp; Girls Club!"
20333,1,@ the long's new house. It's very nice 
20334,0,"@ the mall shopping for my outfit 2nite...I really need a nap, but doesn't look like that's gonna happen"
20335,0,@ the mall trying to find something but I'm not having much luck 
20336,1,@ the nail salon....damn I'm hungry -__-....who wanna go out 2 eat? my treat
20337,0,@ the newark airport waiting for my connection back home  so sad
20338,1,"@ the Oakland Marriott for TNT kickoff! My 1st kickoff was here 2 years ago, memories of being a nervous participant are flooding back"
20339,1,@ The Office bij Rijkswaterstaat 
20340,0,@ the office craving ice cream 
